sno,class,method,action,time
"10612","ActionOne","Exception","Fetching_EventsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.303979200"
"10613","ActionOne","getExams","Start","02:29:27.306264700"
"10614","ActionOne","Exception","Fetching_ExamsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.307265300"
"10615","ActionOne","getManagement","Start","02:29:27.310262"
"10616","ActionOne","Exception","Fetching_ManagementCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.310262"
"10617","ActionOne","getParents","Start","02:29:27.312269800"
"10618","ActionOne","Exception","Fetching_ParentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.312269800"
"10619","ActionOne","getSports","Start","02:29:27.314262700"
"10620","ActionOne","Exception","Fetching_SportsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.314262700"
"10621","ActionOne","getStudents","Start","02:29:27.316564200"
"10622","ActionOne","Exception","Fetching_StudentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.316564200"
"10623","ActionOne","getTeacher","Start","02:29:27.318564100"
"10624","ActionOne","Exception","Fetching_TeacherCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.318564100"
"10625","ActionOne","getBooks","Start","02:29:27.320563800"
"10626","ActionOne","Exception","Fetching_BooksCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.320563800"
"10627","ActionOne","getEvents","Start","02:29:27.323755400"
"10628","ActionOne","Exception","Fetching_EventsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.323755400"
"10629","ActionOne","getExams","Start","02:29:27.326298400"
"10630","ActionOne","Exception","Fetching_ExamsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.326298400"
"10631","ActionOne","getManagement","Start","02:29:27.329297200"
"10632","ActionOne","Exception","Fetching_ManagementCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.329297200"
"10633","ActionOne","getParents","Start","02:29:27.333298400"
"10634","ActionOne","Exception","Fetching_ParentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.333298400"
"10635","ActionOne","getSports","Start","02:29:27.335802100"
"10636","ActionOne","Exception","Fetching_SportsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.336313700"
"10637","ActionOne","getStudents","Start","02:29:27.339328800"
"10638","ActionOne","Exception","Fetching_StudentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.340339400"
"10639","ActionOne","getTeacher","Start","02:29:27.342338"
"10640","ActionOne","Exception","Fetching_TeacherCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.343335100"
"10641","ActionOne","getBooks","Start","02:29:27.345913300"
"10642","ActionOne","Exception","Fetching_BooksCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.346848800"
"10643","ActionOne","getEvents","Start","02:29:27.348940"
"10644","ActionOne","Exception","Fetching_EventsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.349941800"
"10645","ActionOne","getExams","Start","02:29:27.351942700"
"10646","ActionOne","Exception","Fetching_ExamsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.352945300"
"10647","ActionOne","getManagement","Start","02:29:27.355978700"
"10648","ActionOne","Exception","Fetching_ManagementCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.356932200"
"10649","ActionOne","getParents","Start","02:29:27.358928700"
"10650","ActionOne","Exception","Fetching_ParentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.360253600"
"10651","ActionOne","getSports","Start","02:29:27.361776200"
"10652","ActionOne","Exception","Fetching_SportsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.361776200"
"10653","ActionOne","getStudents","Start","02:29:27.364777100"
"10654","ActionOne","Exception","Fetching_StudentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.364777100"
"10655","ActionOne","getTeacher","Start","02:29:27.367300"
"10656","ActionOne","Exception","Fetching_TeacherCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.368299500"
"10657","ActionOne","getBooks","Start","02:29:27.371304700"
"10658","ActionOne","Exception","Fetching_BooksCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.372304"
"10659","ActionOne","getEvents","Start","02:29:27.374301900"
"10660","ActionOne","Exception","Fetching_EventsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.375307400"
"10661","ActionOne","getExams","Start","02:29:27.377832900"
"10662","ActionOne","Exception","Fetching_ExamsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.377832900"
"10663","ActionOne","getManagement","Start","02:29:27.380833800"
"10664","ActionOne","Exception","Fetching_ManagementCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.381834500"
"10665","ActionOne","getParents","Start","02:29:27.383837900"
"10666","ActionOne","Exception","Fetching_ParentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.384833400"
"10667","ActionOne","getSports","Start","02:29:27.386122500"
"10668","ActionOne","Exception","Fetching_SportsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.387679400"
"10669","ActionOne","getStudents","Start","02:29:27.389727100"
"10670","ActionOne","Exception","Fetching_StudentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.390726100"
"10671","ActionOne","getTeacher","Start","02:29:27.392724400"
"10672","ActionOne","Exception","Fetching_TeacherCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.392724400"
"10673","ActionOne","getBooks","Start","02:29:27.395755200"
"10674","ActionOne","Exception","Fetching_BooksCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.395755200"
"10675","ActionOne","getEvents","Start","02:29:27.400284700"
"10676","ActionOne","Exception","Fetching_EventsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.401282"
"10677","ActionOne","getExams","Start","02:29:27.403282600"
"10678","ActionOne","Exception","Fetching_ExamsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.404282"
"10679","ActionOne","getManagement","Start","02:29:27.406486500"
"10680","ActionOne","Exception","Fetching_ManagementCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.407511700"
"10681","ActionOne","getParents","Start","02:29:27.409524400"
"10682","ActionOne","Exception","Fetching_ParentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.409524400"
"10683","ActionOne","getSports","Start","02:29:27.412527600"
"10684","ActionOne","Exception","Fetching_SportsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.412527600"
"10685","ActionOne","getStudents","Start","02:29:27.415531200"
"10686","ActionOne","Exception","Fetching_StudentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.416529400"
"10687","ActionOne","getTeacher","Start","02:29:27.418119700"
"10688","ActionOne","Exception","Fetching_TeacherCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.418119700"
"10689","ActionOne","getBooks","Start","02:29:27.421069200"
"10690","ActionOne","Exception","Fetching_BooksCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.422062300"
"10691","ActionOne","getEvents","Start","02:29:27.424063"
"10692","ActionOne","Exception","Fetching_EventsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.424063"
"10693","ActionOne","getExams","Start","02:29:27.427058200"
"10694","ActionOne","Exception","Fetching_ExamsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.427058200"
"10695","ActionOne","getManagement","Start","02:29:27.429600400"
"10696","ActionOne","Exception","Fetching_ManagementCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.429600400"
"10697","ActionOne","getParents","Start","02:29:27.432583100"
"10698","ActionOne","Exception","Fetching_ParentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.432583100"
"10699","ActionOne","getSports","Start","02:29:27.435585700"
"10700","ActionOne","Exception","Fetching_SportsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.436585"
"10701","ActionOne","getStudents","Start","02:29:27.439163900"
"10702","ActionOne","Exception","Fetching_StudentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.440111300"
"10703","ActionOne","getTeacher","Start","02:29:27.442111"
"10704","ActionOne","Exception","Fetching_TeacherCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.442111"
"10705","ActionOne","getBooks","Start","02:29:27.445115500"
"10706","ActionOne","Exception","Fetching_BooksCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.445115500"
"10707","ActionOne","getEvents","Start","02:29:27.448116400"
"10708","ActionOne","Exception","Fetching_EventsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.448116400"
"10709","ActionOne","getExams","Start","02:29:27.451640"
"10710","ActionOne","Exception","Fetching_ExamsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.452641800"
"10711","ActionOne","getManagement","Start","02:29:27.454642300"
"10712","ActionOne","Exception","Fetching_ManagementCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.454642300"
"10713","ActionOne","getParents","Start","02:29:27.457160500"
"10714","ActionOne","Exception","Fetching_ParentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.458152100"
"10715","ActionOne","getSports","Start","02:29:27.461401700"
"10716","ActionOne","Exception","Fetching_SportsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.462401400"
"10717","ActionOne","getStudents","Start","02:29:27.464399"
"10718","ActionOne","Exception","Fetching_StudentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.464399"
"10719","ActionOne","getTeacher","Start","02:29:27.466396800"
"10720","ActionOne","Exception","Fetching_TeacherCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:27.466396800"
