INSERT INTO BES.Exams VALUES(1,'ExamsName-1','ExamsDescription-1');
INSERT INTO BES.Exams VALUES(6156,'ExamsName-6156','ExamsDescription-6156');
INSERT INTO BES.Exams VALUES(6157,'ExamsName-6157','ExamsDescription-6157');
INSERT INTO BES.Exams VALUES(6158,'ExamsName-6158','ExamsDescription-6158');
INSERT INTO BES.Exams VALUES(6159,'ExamsName-6159','ExamsDescription-6159');
INSERT INTO BES.Exams VALUES(6160,'ExamsName-6160','ExamsDescription-6160');
INSERT INTO BES.Exams VALUES(6161,'ExamsName-6161','ExamsDescription-6161');
INSERT INTO BES.Exams VALUES(6162,'ExamsName-6162','ExamsDescription-6162');
INSERT INTO BES.Exams VALUES(6163,'ExamsName-6163','ExamsDescription-6163');
INSERT INTO BES.Exams VALUES(6164,'ExamsName-6164','ExamsDescription-6164');
INSERT INTO BES.Exams VALUES(6165,'ExamsName-6165','ExamsDescription-6165');
INSERT INTO BES.Exams VALUES(6166,'ExamsName-6166','ExamsDescription-6166');
INSERT INTO BES.Exams VALUES(6167,'ExamsName-6167','ExamsDescription-6167');
INSERT INTO BES.Exams VALUES(6168,'ExamsName-6168','ExamsDescription-6168');
INSERT INTO BES.Exams VALUES(6169,'ExamsName-6169','ExamsDescription-6169');
INSERT INTO BES.Exams VALUES(6170,'ExamsName-6170','ExamsDescription-6170');
INSERT INTO BES.Exams VALUES(6171,'ExamsName-6171','ExamsDescription-6171');
INSERT INTO BES.Exams VALUES(6172,'ExamsName-6172','ExamsDescription-6172');
INSERT INTO BES.Exams VALUES(6173,'ExamsName-6173','ExamsDescription-6173');
INSERT INTO BES.Exams VALUES(6174,'ExamsName-6174','ExamsDescription-6174');
INSERT INTO BES.Exams VALUES(6175,'ExamsName-6175','ExamsDescription-6175');
INSERT INTO BES.Exams VALUES(6176,'ExamsName-6176','ExamsDescription-6176');
INSERT INTO BES.Exams VALUES(6177,'ExamsName-6177','ExamsDescription-6177');
INSERT INTO BES.Exams VALUES(6178,'ExamsName-6178','ExamsDescription-6178');
INSERT INTO BES.Exams VALUES(6179,'ExamsName-6179','ExamsDescription-6179');
INSERT INTO BES.Exams VALUES(6180,'ExamsName-6180','ExamsDescription-6180');
INSERT INTO BES.Exams VALUES(6181,'ExamsName-6181','ExamsDescription-6181');
INSERT INTO BES.Exams VALUES(6182,'ExamsName-6182','ExamsDescription-6182');
INSERT INTO BES.Exams VALUES(6183,'ExamsName-6183','ExamsDescription-6183');
INSERT INTO BES.Exams VALUES(6184,'ExamsName-6184','ExamsDescription-6184');
INSERT INTO BES.Exams VALUES(6185,'ExamsName-6185','ExamsDescription-6185');
INSERT INTO BES.Exams VALUES(6186,'ExamsName-6186','ExamsDescription-6186');
INSERT INTO BES.Exams VALUES(6187,'ExamsName-6187','ExamsDescription-6187');
INSERT INTO BES.Exams VALUES(6188,'ExamsName-6188','ExamsDescription-6188');
INSERT INTO BES.Exams VALUES(6189,'ExamsName-6189','ExamsDescription-6189');
INSERT INTO BES.Exams VALUES(6190,'ExamsName-6190','ExamsDescription-6190');
INSERT INTO BES.Exams VALUES(6191,'ExamsName-6191','ExamsDescription-6191');
INSERT INTO BES.Exams VALUES(6192,'ExamsName-6192','ExamsDescription-6192');
INSERT INTO BES.Exams VALUES(6193,'ExamsName-6193','ExamsDescription-6193');
INSERT INTO BES.Exams VALUES(6194,'ExamsName-6194','ExamsDescription-6194');
INSERT INTO BES.Exams VALUES(6195,'ExamsName-6195','ExamsDescription-6195');
INSERT INTO BES.Exams VALUES(6196,'ExamsName-6196','ExamsDescription-6196');
INSERT INTO BES.Exams VALUES(6197,'ExamsName-6197','ExamsDescription-6197');
INSERT INTO BES.Exams VALUES(6198,'ExamsName-6198','ExamsDescription-6198');
INSERT INTO BES.Exams VALUES(6199,'ExamsName-6199','ExamsDescription-6199');
INSERT INTO BES.Exams VALUES(6200,'ExamsName-6200','ExamsDescription-6200');
INSERT INTO BES.Exams VALUES(6201,'ExamsName-6201','ExamsDescription-6201');
INSERT INTO BES.Exams VALUES(6202,'ExamsName-6202','ExamsDescription-6202');
INSERT INTO BES.Exams VALUES(6203,'ExamsName-6203','ExamsDescription-6203');
INSERT INTO BES.Exams VALUES(6204,'ExamsName-6204','ExamsDescription-6204');
INSERT INTO BES.Exams VALUES(6205,'ExamsName-6205','ExamsDescription-6205');
INSERT INTO BES.Exams VALUES(6206,'ExamsName-6206','ExamsDescription-6206');
INSERT INTO BES.Exams VALUES(6207,'ExamsName-6207','ExamsDescription-6207');
INSERT INTO BES.Exams VALUES(6208,'ExamsName-6208','ExamsDescription-6208');
INSERT INTO BES.Exams VALUES(6209,'ExamsName-6209','ExamsDescription-6209');
INSERT INTO BES.Exams VALUES(6210,'ExamsName-6210','ExamsDescription-6210');
INSERT INTO BES.Exams VALUES(6211,'ExamsName-6211','ExamsDescription-6211');
INSERT INTO BES.Exams VALUES(6212,'ExamsName-6212','ExamsDescription-6212');
INSERT INTO BES.Exams VALUES(6213,'ExamsName-6213','ExamsDescription-6213');
INSERT INTO BES.Exams VALUES(6214,'ExamsName-6214','ExamsDescription-6214');
INSERT INTO BES.Exams VALUES(6215,'ExamsName-6215','ExamsDescription-6215');
INSERT INTO BES.Exams VALUES(6216,'ExamsName-6216','ExamsDescription-6216');
INSERT INTO BES.Exams VALUES(6217,'ExamsName-6217','ExamsDescription-6217');
INSERT INTO BES.Exams VALUES(6218,'ExamsName-6218','ExamsDescription-6218');
INSERT INTO BES.Exams VALUES(6219,'ExamsName-6219','ExamsDescription-6219');
INSERT INTO BES.Exams VALUES(6220,'ExamsName-6220','ExamsDescription-6220');
INSERT INTO BES.Exams VALUES(6221,'ExamsName-6221','ExamsDescription-6221');
INSERT INTO BES.Exams VALUES(6222,'ExamsName-6222','ExamsDescription-6222');
INSERT INTO BES.Exams VALUES(6223,'ExamsName-6223','ExamsDescription-6223');
INSERT INTO BES.Exams VALUES(6224,'ExamsName-6224','ExamsDescription-6224');
INSERT INTO BES.Exams VALUES(6225,'ExamsName-6225','ExamsDescription-6225');
INSERT INTO BES.Exams VALUES(6226,'ExamsName-6226','ExamsDescription-6226');
INSERT INTO BES.Exams VALUES(6227,'ExamsName-6227','ExamsDescription-6227');
INSERT INTO BES.Exams VALUES(6228,'ExamsName-6228','ExamsDescription-6228');
INSERT INTO BES.Exams VALUES(6229,'ExamsName-6229','ExamsDescription-6229');
INSERT INTO BES.Exams VALUES(6230,'ExamsName-6230','ExamsDescription-6230');
INSERT INTO BES.Exams VALUES(6231,'ExamsName-6231','ExamsDescription-6231');
INSERT INTO BES.Exams VALUES(6232,'ExamsName-6232','ExamsDescription-6232');
INSERT INTO BES.Exams VALUES(6233,'ExamsName-6233','ExamsDescription-6233');
INSERT INTO BES.Exams VALUES(6234,'ExamsName-6234','ExamsDescription-6234');
INSERT INTO BES.Exams VALUES(6235,'ExamsName-6235','ExamsDescription-6235');
INSERT INTO BES.Exams VALUES(6236,'ExamsName-6236','ExamsDescription-6236');
INSERT INTO BES.Exams VALUES(6237,'ExamsName-6237','ExamsDescription-6237');
INSERT INTO BES.Exams VALUES(6238,'ExamsName-6238','ExamsDescription-6238');
INSERT INTO BES.Exams VALUES(6239,'ExamsName-6239','ExamsDescription-6239');
INSERT INTO BES.Exams VALUES(6240,'ExamsName-6240','ExamsDescription-6240');
INSERT INTO BES.Exams VALUES(6241,'ExamsName-6241','ExamsDescription-6241');
INSERT INTO BES.Exams VALUES(6242,'ExamsName-6242','ExamsDescription-6242');
INSERT INTO BES.Exams VALUES(6243,'ExamsName-6243','ExamsDescription-6243');
INSERT INTO BES.Exams VALUES(6244,'ExamsName-6244','ExamsDescription-6244');
INSERT INTO BES.Exams VALUES(6245,'ExamsName-6245','ExamsDescription-6245');
INSERT INTO BES.Exams VALUES(6246,'ExamsName-6246','ExamsDescription-6246');
INSERT INTO BES.Exams VALUES(6247,'ExamsName-6247','ExamsDescription-6247');
INSERT INTO BES.Exams VALUES(6248,'ExamsName-6248','ExamsDescription-6248');
INSERT INTO BES.Exams VALUES(6249,'ExamsName-6249','ExamsDescription-6249');
INSERT INTO BES.Exams VALUES(6250,'ExamsName-6250','ExamsDescription-6250');
INSERT INTO BES.Exams VALUES(6251,'ExamsName-6251','ExamsDescription-6251');
INSERT INTO BES.Exams VALUES(6252,'ExamsName-6252','ExamsDescription-6252');
INSERT INTO BES.Exams VALUES(6253,'ExamsName-6253','ExamsDescription-6253');
INSERT INTO BES.Exams VALUES(6254,'ExamsName-6254','ExamsDescription-6254');
INSERT INTO BES.Exams VALUES(6255,'ExamsName-6255','ExamsDescription-6255');
INSERT INTO BES.Exams VALUES(6256,'ExamsName-6256','ExamsDescription-6256');
INSERT INTO BES.Exams VALUES(6257,'ExamsName-6257','ExamsDescription-6257');
INSERT INTO BES.Exams VALUES(6258,'ExamsName-6258','ExamsDescription-6258');
INSERT INTO BES.Exams VALUES(6259,'ExamsName-6259','ExamsDescription-6259');
INSERT INTO BES.Exams VALUES(6260,'ExamsName-6260','ExamsDescription-6260');
INSERT INTO BES.Exams VALUES(6261,'ExamsName-6261','ExamsDescription-6261');
INSERT INTO BES.Exams VALUES(6262,'ExamsName-6262','ExamsDescription-6262');
INSERT INTO BES.Exams VALUES(6263,'ExamsName-6263','ExamsDescription-6263');
INSERT INTO BES.Exams VALUES(6264,'ExamsName-6264','ExamsDescription-6264');
INSERT INTO BES.Exams VALUES(6265,'ExamsName-6265','ExamsDescription-6265');
INSERT INTO BES.Exams VALUES(6266,'ExamsName-6266','ExamsDescription-6266');
INSERT INTO BES.Exams VALUES(6267,'ExamsName-6267','ExamsDescription-6267');
INSERT INTO BES.Exams VALUES(6268,'ExamsName-6268','ExamsDescription-6268');
INSERT INTO BES.Exams VALUES(6269,'ExamsName-6269','ExamsDescription-6269');
INSERT INTO BES.Exams VALUES(6270,'ExamsName-6270','ExamsDescription-6270');
INSERT INTO BES.Exams VALUES(6271,'ExamsName-6271','ExamsDescription-6271');
INSERT INTO BES.Exams VALUES(6272,'ExamsName-6272','ExamsDescription-6272');
INSERT INTO BES.Exams VALUES(6273,'ExamsName-6273','ExamsDescription-6273');
INSERT INTO BES.Exams VALUES(6274,'ExamsName-6274','ExamsDescription-6274');
INSERT INTO BES.Exams VALUES(6275,'ExamsName-6275','ExamsDescription-6275');
INSERT INTO BES.Exams VALUES(6276,'ExamsName-6276','ExamsDescription-6276');
INSERT INTO BES.Exams VALUES(6277,'ExamsName-6277','ExamsDescription-6277');
INSERT INTO BES.Exams VALUES(6278,'ExamsName-6278','ExamsDescription-6278');
INSERT INTO BES.Exams VALUES(6279,'ExamsName-6279','ExamsDescription-6279');
INSERT INTO BES.Exams VALUES(6280,'ExamsName-6280','ExamsDescription-6280');
INSERT INTO BES.Exams VALUES(6281,'ExamsName-6281','ExamsDescription-6281');
INSERT INTO BES.Exams VALUES(6282,'ExamsName-6282','ExamsDescription-6282');
INSERT INTO BES.Exams VALUES(6283,'ExamsName-6283','ExamsDescription-6283');
INSERT INTO BES.Exams VALUES(6284,'ExamsName-6284','ExamsDescription-6284');
INSERT INTO BES.Exams VALUES(6285,'ExamsName-6285','ExamsDescription-6285');
INSERT INTO BES.Exams VALUES(6286,'ExamsName-6286','ExamsDescription-6286');
INSERT INTO BES.Exams VALUES(6287,'ExamsName-6287','ExamsDescription-6287');
INSERT INTO BES.Exams VALUES(6288,'ExamsName-6288','ExamsDescription-6288');
INSERT INTO BES.Exams VALUES(6289,'ExamsName-6289','ExamsDescription-6289');
INSERT INTO BES.Exams VALUES(6290,'ExamsName-6290','ExamsDescription-6290');
INSERT INTO BES.Exams VALUES(6291,'ExamsName-6291','ExamsDescription-6291');
INSERT INTO BES.Exams VALUES(6292,'ExamsName-6292','ExamsDescription-6292');
INSERT INTO BES.Exams VALUES(6293,'ExamsName-6293','ExamsDescription-6293');
INSERT INTO BES.Exams VALUES(6294,'ExamsName-6294','ExamsDescription-6294');
INSERT INTO BES.Exams VALUES(6295,'ExamsName-6295','ExamsDescription-6295');
INSERT INTO BES.Exams VALUES(6296,'ExamsName-6296','ExamsDescription-6296');
INSERT INTO BES.Exams VALUES(6297,'ExamsName-6297','ExamsDescription-6297');
INSERT INTO BES.Exams VALUES(6298,'ExamsName-6298','ExamsDescription-6298');
INSERT INTO BES.Exams VALUES(6299,'ExamsName-6299','ExamsDescription-6299');
INSERT INTO BES.Exams VALUES(6300,'ExamsName-6300','ExamsDescription-6300');
INSERT INTO BES.Exams VALUES(6301,'ExamsName-6301','ExamsDescription-6301');
INSERT INTO BES.Exams VALUES(6302,'ExamsName-6302','ExamsDescription-6302');
INSERT INTO BES.Exams VALUES(6303,'ExamsName-6303','ExamsDescription-6303');
INSERT INTO BES.Exams VALUES(6304,'ExamsName-6304','ExamsDescription-6304');
INSERT INTO BES.Exams VALUES(6305,'ExamsName-6305','ExamsDescription-6305');
INSERT INTO BES.Exams VALUES(6306,'ExamsName-6306','ExamsDescription-6306');
INSERT INTO BES.Exams VALUES(6307,'ExamsName-6307','ExamsDescription-6307');
INSERT INTO BES.Exams VALUES(6308,'ExamsName-6308','ExamsDescription-6308');
INSERT INTO BES.Exams VALUES(6309,'ExamsName-6309','ExamsDescription-6309');
INSERT INTO BES.Exams VALUES(6310,'ExamsName-6310','ExamsDescription-6310');
INSERT INTO BES.Exams VALUES(6311,'ExamsName-6311','ExamsDescription-6311');
INSERT INTO BES.Exams VALUES(6312,'ExamsName-6312','ExamsDescription-6312');
INSERT INTO BES.Exams VALUES(6313,'ExamsName-6313','ExamsDescription-6313');
INSERT INTO BES.Exams VALUES(6314,'ExamsName-6314','ExamsDescription-6314');
INSERT INTO BES.Exams VALUES(6315,'ExamsName-6315','ExamsDescription-6315');
INSERT INTO BES.Exams VALUES(6316,'ExamsName-6316','ExamsDescription-6316');
INSERT INTO BES.Exams VALUES(6317,'ExamsName-6317','ExamsDescription-6317');
INSERT INTO BES.Exams VALUES(6318,'ExamsName-6318','ExamsDescription-6318');
INSERT INTO BES.Exams VALUES(6319,'ExamsName-6319','ExamsDescription-6319');
INSERT INTO BES.Exams VALUES(6320,'ExamsName-6320','ExamsDescription-6320');
INSERT INTO BES.Exams VALUES(6321,'ExamsName-6321','ExamsDescription-6321');
INSERT INTO BES.Exams VALUES(6322,'ExamsName-6322','ExamsDescription-6322');
INSERT INTO BES.Exams VALUES(6323,'ExamsName-6323','ExamsDescription-6323');
INSERT INTO BES.Exams VALUES(6324,'ExamsName-6324','ExamsDescription-6324');
INSERT INTO BES.Exams VALUES(6325,'ExamsName-6325','ExamsDescription-6325');
INSERT INTO BES.Exams VALUES(6326,'ExamsName-6326','ExamsDescription-6326');
INSERT INTO BES.Exams VALUES(6327,'ExamsName-6327','ExamsDescription-6327');
INSERT INTO BES.Exams VALUES(6328,'ExamsName-6328','ExamsDescription-6328');
INSERT INTO BES.Exams VALUES(6329,'ExamsName-6329','ExamsDescription-6329');
INSERT INTO BES.Exams VALUES(6330,'ExamsName-6330','ExamsDescription-6330');
INSERT INTO BES.Exams VALUES(6331,'ExamsName-6331','ExamsDescription-6331');
INSERT INTO BES.Exams VALUES(6332,'ExamsName-6332','ExamsDescription-6332');
INSERT INTO BES.Exams VALUES(6333,'ExamsName-6333','ExamsDescription-6333');
INSERT INTO BES.Exams VALUES(6334,'ExamsName-6334','ExamsDescription-6334');
INSERT INTO BES.Exams VALUES(6335,'ExamsName-6335','ExamsDescription-6335');
INSERT INTO BES.Exams VALUES(6336,'ExamsName-6336','ExamsDescription-6336');
INSERT INTO BES.Exams VALUES(6337,'ExamsName-6337','ExamsDescription-6337');
INSERT INTO BES.Exams VALUES(6338,'ExamsName-6338','ExamsDescription-6338');
INSERT INTO BES.Exams VALUES(6339,'ExamsName-6339','ExamsDescription-6339');
INSERT INTO BES.Exams VALUES(6340,'ExamsName-6340','ExamsDescription-6340');
INSERT INTO BES.Exams VALUES(6341,'ExamsName-6341','ExamsDescription-6341');
INSERT INTO BES.Exams VALUES(6342,'ExamsName-6342','ExamsDescription-6342');
INSERT INTO BES.Exams VALUES(6343,'ExamsName-6343','ExamsDescription-6343');
INSERT INTO BES.Exams VALUES(6344,'ExamsName-6344','ExamsDescription-6344');
INSERT INTO BES.Exams VALUES(6345,'ExamsName-6345','ExamsDescription-6345');
INSERT INTO BES.Exams VALUES(6346,'ExamsName-6346','ExamsDescription-6346');
INSERT INTO BES.Exams VALUES(6347,'ExamsName-6347','ExamsDescription-6347');
INSERT INTO BES.Exams VALUES(6348,'ExamsName-6348','ExamsDescription-6348');
INSERT INTO BES.Exams VALUES(6349,'ExamsName-6349','ExamsDescription-6349');
INSERT INTO BES.Exams VALUES(6350,'ExamsName-6350','ExamsDescription-6350');
INSERT INTO BES.Exams VALUES(6351,'ExamsName-6351','ExamsDescription-6351');
INSERT INTO BES.Exams VALUES(6352,'ExamsName-6352','ExamsDescription-6352');
INSERT INTO BES.Exams VALUES(6353,'ExamsName-6353','ExamsDescription-6353');
INSERT INTO BES.Exams VALUES(6354,'ExamsName-6354','ExamsDescription-6354');
INSERT INTO BES.Exams VALUES(6355,'ExamsName-6355','ExamsDescription-6355');
INSERT INTO BES.Exams VALUES(6356,'ExamsName-6356','ExamsDescription-6356');
INSERT INTO BES.Exams VALUES(6357,'ExamsName-6357','ExamsDescription-6357');
INSERT INTO BES.Exams VALUES(6358,'ExamsName-6358','ExamsDescription-6358');
INSERT INTO BES.Exams VALUES(6359,'ExamsName-6359','ExamsDescription-6359');
INSERT INTO BES.Exams VALUES(6360,'ExamsName-6360','ExamsDescription-6360');
INSERT INTO BES.Exams VALUES(6361,'ExamsName-6361','ExamsDescription-6361');
INSERT INTO BES.Exams VALUES(6362,'ExamsName-6362','ExamsDescription-6362');
INSERT INTO BES.Exams VALUES(6363,'ExamsName-6363','ExamsDescription-6363');
INSERT INTO BES.Exams VALUES(6364,'ExamsName-6364','ExamsDescription-6364');
INSERT INTO BES.Exams VALUES(6365,'ExamsName-6365','ExamsDescription-6365');
INSERT INTO BES.Exams VALUES(6366,'ExamsName-6366','ExamsDescription-6366');
INSERT INTO BES.Exams VALUES(6367,'ExamsName-6367','ExamsDescription-6367');
INSERT INTO BES.Exams VALUES(6368,'ExamsName-6368','ExamsDescription-6368');
INSERT INTO BES.Exams VALUES(6369,'ExamsName-6369','ExamsDescription-6369');
INSERT INTO BES.Exams VALUES(6370,'ExamsName-6370','ExamsDescription-6370');
INSERT INTO BES.Exams VALUES(6371,'ExamsName-6371','ExamsDescription-6371');
INSERT INTO BES.Exams VALUES(6372,'ExamsName-6372','ExamsDescription-6372');
INSERT INTO BES.Exams VALUES(6373,'ExamsName-6373','ExamsDescription-6373');
INSERT INTO BES.Exams VALUES(6374,'ExamsName-6374','ExamsDescription-6374');
INSERT INTO BES.Exams VALUES(6375,'ExamsName-6375','ExamsDescription-6375');
INSERT INTO BES.Exams VALUES(6376,'ExamsName-6376','ExamsDescription-6376');
INSERT INTO BES.Exams VALUES(6377,'ExamsName-6377','ExamsDescription-6377');
INSERT INTO BES.Exams VALUES(6378,'ExamsName-6378','ExamsDescription-6378');
INSERT INTO BES.Exams VALUES(6379,'ExamsName-6379','ExamsDescription-6379');
INSERT INTO BES.Exams VALUES(6380,'ExamsName-6380','ExamsDescription-6380');
INSERT INTO BES.Exams VALUES(6381,'ExamsName-6381','ExamsDescription-6381');
INSERT INTO BES.Exams VALUES(6382,'ExamsName-6382','ExamsDescription-6382');
INSERT INTO BES.Exams VALUES(6383,'ExamsName-6383','ExamsDescription-6383');
INSERT INTO BES.Exams VALUES(6384,'ExamsName-6384','ExamsDescription-6384');
INSERT INTO BES.Exams VALUES(6385,'ExamsName-6385','ExamsDescription-6385');
INSERT INTO BES.Exams VALUES(6386,'ExamsName-6386','ExamsDescription-6386');
INSERT INTO BES.Exams VALUES(6387,'ExamsName-6387','ExamsDescription-6387');
INSERT INTO BES.Exams VALUES(6388,'ExamsName-6388','ExamsDescription-6388');
INSERT INTO BES.Exams VALUES(6389,'ExamsName-6389','ExamsDescription-6389');
INSERT INTO BES.Exams VALUES(6390,'ExamsName-6390','ExamsDescription-6390');
INSERT INTO BES.Exams VALUES(6391,'ExamsName-6391','ExamsDescription-6391');
INSERT INTO BES.Exams VALUES(6392,'ExamsName-6392','ExamsDescription-6392');
INSERT INTO BES.Exams VALUES(6393,'ExamsName-6393','ExamsDescription-6393');
INSERT INTO BES.Exams VALUES(6394,'ExamsName-6394','ExamsDescription-6394');
INSERT INTO BES.Exams VALUES(6395,'ExamsName-6395','ExamsDescription-6395');
INSERT INTO BES.Exams VALUES(6396,'ExamsName-6396','ExamsDescription-6396');
INSERT INTO BES.Exams VALUES(6397,'ExamsName-6397','ExamsDescription-6397');
INSERT INTO BES.Exams VALUES(6398,'ExamsName-6398','ExamsDescription-6398');
INSERT INTO BES.Exams VALUES(6399,'ExamsName-6399','ExamsDescription-6399');
INSERT INTO BES.Exams VALUES(6400,'ExamsName-6400','ExamsDescription-6400');
INSERT INTO BES.Exams VALUES(6401,'ExamsName-6401','ExamsDescription-6401');
INSERT INTO BES.Exams VALUES(6402,'ExamsName-6402','ExamsDescription-6402');
INSERT INTO BES.Exams VALUES(6403,'ExamsName-6403','ExamsDescription-6403');
INSERT INTO BES.Exams VALUES(6404,'ExamsName-6404','ExamsDescription-6404');
INSERT INTO BES.Exams VALUES(6405,'ExamsName-6405','ExamsDescription-6405');
INSERT INTO BES.Exams VALUES(6406,'ExamsName-6406','ExamsDescription-6406');
INSERT INTO BES.Exams VALUES(6407,'ExamsName-6407','ExamsDescription-6407');
INSERT INTO BES.Exams VALUES(6408,'ExamsName-6408','ExamsDescription-6408');
INSERT INTO BES.Exams VALUES(6409,'ExamsName-6409','ExamsDescription-6409');
INSERT INTO BES.Exams VALUES(6410,'ExamsName-6410','ExamsDescription-6410');
INSERT INTO BES.Exams VALUES(6411,'ExamsName-6411','ExamsDescription-6411');
INSERT INTO BES.Exams VALUES(6412,'ExamsName-6412','ExamsDescription-6412');
INSERT INTO BES.Exams VALUES(6413,'ExamsName-6413','ExamsDescription-6413');
INSERT INTO BES.Exams VALUES(6414,'ExamsName-6414','ExamsDescription-6414');
INSERT INTO BES.Exams VALUES(6415,'ExamsName-6415','ExamsDescription-6415');
INSERT INTO BES.Exams VALUES(6416,'ExamsName-6416','ExamsDescription-6416');
