INSERT INTO BES.Management VALUES(1,'ManagementName-1','ManagementDescription-1');
INSERT INTO BES.Management VALUES(4581,'ManagementName-4581','ManagementDescription-4581');
INSERT INTO BES.Management VALUES(4582,'ManagementName-4582','ManagementDescription-4582');
INSERT INTO BES.Management VALUES(4583,'ManagementName-4583','ManagementDescription-4583');
INSERT INTO BES.Management VALUES(4584,'ManagementName-4584','ManagementDescription-4584');
INSERT INTO BES.Management VALUES(4585,'ManagementName-4585','ManagementDescription-4585');
INSERT INTO BES.Management VALUES(4586,'ManagementName-4586','ManagementDescription-4586');
INSERT INTO BES.Management VALUES(4587,'ManagementName-4587','ManagementDescription-4587');
INSERT INTO BES.Management VALUES(4588,'ManagementName-4588','ManagementDescription-4588');
INSERT INTO BES.Management VALUES(4589,'ManagementName-4589','ManagementDescription-4589');
INSERT INTO BES.Management VALUES(4590,'ManagementName-4590','ManagementDescription-4590');
INSERT INTO BES.Management VALUES(4591,'ManagementName-4591','ManagementDescription-4591');
INSERT INTO BES.Management VALUES(4592,'ManagementName-4592','ManagementDescription-4592');
INSERT INTO BES.Management VALUES(4593,'ManagementName-4593','ManagementDescription-4593');
INSERT INTO BES.Management VALUES(4594,'ManagementName-4594','ManagementDescription-4594');
INSERT INTO BES.Management VALUES(4595,'ManagementName-4595','ManagementDescription-4595');
INSERT INTO BES.Management VALUES(4596,'ManagementName-4596','ManagementDescription-4596');
INSERT INTO BES.Management VALUES(4597,'ManagementName-4597','ManagementDescription-4597');
INSERT INTO BES.Management VALUES(4598,'ManagementName-4598','ManagementDescription-4598');
INSERT INTO BES.Management VALUES(4599,'ManagementName-4599','ManagementDescription-4599');
INSERT INTO BES.Management VALUES(4600,'ManagementName-4600','ManagementDescription-4600');
INSERT INTO BES.Management VALUES(4601,'ManagementName-4601','ManagementDescription-4601');
INSERT INTO BES.Management VALUES(4602,'ManagementName-4602','ManagementDescription-4602');
INSERT INTO BES.Management VALUES(4603,'ManagementName-4603','ManagementDescription-4603');
INSERT INTO BES.Management VALUES(4604,'ManagementName-4604','ManagementDescription-4604');
INSERT INTO BES.Management VALUES(4605,'ManagementName-4605','ManagementDescription-4605');
INSERT INTO BES.Management VALUES(4606,'ManagementName-4606','ManagementDescription-4606');
INSERT INTO BES.Management VALUES(4607,'ManagementName-4607','ManagementDescription-4607');
INSERT INTO BES.Management VALUES(4608,'ManagementName-4608','ManagementDescription-4608');
INSERT INTO BES.Management VALUES(4609,'ManagementName-4609','ManagementDescription-4609');
INSERT INTO BES.Management VALUES(4610,'ManagementName-4610','ManagementDescription-4610');
INSERT INTO BES.Management VALUES(4611,'ManagementName-4611','ManagementDescription-4611');
INSERT INTO BES.Management VALUES(4612,'ManagementName-4612','ManagementDescription-4612');
INSERT INTO BES.Management VALUES(4613,'ManagementName-4613','ManagementDescription-4613');
INSERT INTO BES.Management VALUES(4614,'ManagementName-4614','ManagementDescription-4614');
INSERT INTO BES.Management VALUES(4615,'ManagementName-4615','ManagementDescription-4615');
INSERT INTO BES.Management VALUES(4616,'ManagementName-4616','ManagementDescription-4616');
INSERT INTO BES.Management VALUES(4617,'ManagementName-4617','ManagementDescription-4617');
INSERT INTO BES.Management VALUES(4618,'ManagementName-4618','ManagementDescription-4618');
INSERT INTO BES.Management VALUES(4619,'ManagementName-4619','ManagementDescription-4619');
INSERT INTO BES.Management VALUES(4620,'ManagementName-4620','ManagementDescription-4620');
INSERT INTO BES.Management VALUES(4621,'ManagementName-4621','ManagementDescription-4621');
INSERT INTO BES.Management VALUES(4622,'ManagementName-4622','ManagementDescription-4622');
INSERT INTO BES.Management VALUES(4623,'ManagementName-4623','ManagementDescription-4623');
INSERT INTO BES.Management VALUES(4624,'ManagementName-4624','ManagementDescription-4624');
INSERT INTO BES.Management VALUES(4625,'ManagementName-4625','ManagementDescription-4625');
INSERT INTO BES.Management VALUES(4626,'ManagementName-4626','ManagementDescription-4626');
INSERT INTO BES.Management VALUES(4627,'ManagementName-4627','ManagementDescription-4627');
INSERT INTO BES.Management VALUES(4628,'ManagementName-4628','ManagementDescription-4628');
INSERT INTO BES.Management VALUES(4629,'ManagementName-4629','ManagementDescription-4629');
INSERT INTO BES.Management VALUES(4630,'ManagementName-4630','ManagementDescription-4630');
INSERT INTO BES.Management VALUES(4631,'ManagementName-4631','ManagementDescription-4631');
INSERT INTO BES.Management VALUES(4632,'ManagementName-4632','ManagementDescription-4632');
INSERT INTO BES.Management VALUES(4633,'ManagementName-4633','ManagementDescription-4633');
INSERT INTO BES.Management VALUES(4634,'ManagementName-4634','ManagementDescription-4634');
INSERT INTO BES.Management VALUES(4635,'ManagementName-4635','ManagementDescription-4635');
INSERT INTO BES.Management VALUES(4636,'ManagementName-4636','ManagementDescription-4636');
INSERT INTO BES.Management VALUES(4637,'ManagementName-4637','ManagementDescription-4637');
INSERT INTO BES.Management VALUES(4638,'ManagementName-4638','ManagementDescription-4638');
INSERT INTO BES.Management VALUES(4639,'ManagementName-4639','ManagementDescription-4639');
INSERT INTO BES.Management VALUES(4640,'ManagementName-4640','ManagementDescription-4640');
INSERT INTO BES.Management VALUES(4641,'ManagementName-4641','ManagementDescription-4641');
INSERT INTO BES.Management VALUES(4642,'ManagementName-4642','ManagementDescription-4642');
INSERT INTO BES.Management VALUES(4643,'ManagementName-4643','ManagementDescription-4643');
INSERT INTO BES.Management VALUES(4644,'ManagementName-4644','ManagementDescription-4644');
INSERT INTO BES.Management VALUES(4645,'ManagementName-4645','ManagementDescription-4645');
INSERT INTO BES.Management VALUES(4646,'ManagementName-4646','ManagementDescription-4646');
INSERT INTO BES.Management VALUES(4647,'ManagementName-4647','ManagementDescription-4647');
INSERT INTO BES.Management VALUES(4648,'ManagementName-4648','ManagementDescription-4648');
INSERT INTO BES.Management VALUES(4649,'ManagementName-4649','ManagementDescription-4649');
INSERT INTO BES.Management VALUES(4650,'ManagementName-4650','ManagementDescription-4650');
INSERT INTO BES.Management VALUES(4651,'ManagementName-4651','ManagementDescription-4651');
INSERT INTO BES.Management VALUES(4652,'ManagementName-4652','ManagementDescription-4652');
INSERT INTO BES.Management VALUES(4653,'ManagementName-4653','ManagementDescription-4653');
INSERT INTO BES.Management VALUES(4654,'ManagementName-4654','ManagementDescription-4654');
INSERT INTO BES.Management VALUES(4655,'ManagementName-4655','ManagementDescription-4655');
INSERT INTO BES.Management VALUES(4656,'ManagementName-4656','ManagementDescription-4656');
INSERT INTO BES.Management VALUES(4657,'ManagementName-4657','ManagementDescription-4657');
INSERT INTO BES.Management VALUES(4658,'ManagementName-4658','ManagementDescription-4658');
INSERT INTO BES.Management VALUES(4659,'ManagementName-4659','ManagementDescription-4659');
INSERT INTO BES.Management VALUES(4660,'ManagementName-4660','ManagementDescription-4660');
INSERT INTO BES.Management VALUES(4661,'ManagementName-4661','ManagementDescription-4661');
INSERT INTO BES.Management VALUES(4662,'ManagementName-4662','ManagementDescription-4662');
INSERT INTO BES.Management VALUES(4663,'ManagementName-4663','ManagementDescription-4663');
INSERT INTO BES.Management VALUES(4664,'ManagementName-4664','ManagementDescription-4664');
INSERT INTO BES.Management VALUES(4665,'ManagementName-4665','ManagementDescription-4665');
INSERT INTO BES.Management VALUES(4666,'ManagementName-4666','ManagementDescription-4666');
INSERT INTO BES.Management VALUES(4667,'ManagementName-4667','ManagementDescription-4667');
INSERT INTO BES.Management VALUES(4668,'ManagementName-4668','ManagementDescription-4668');
INSERT INTO BES.Management VALUES(4669,'ManagementName-4669','ManagementDescription-4669');
INSERT INTO BES.Management VALUES(4670,'ManagementName-4670','ManagementDescription-4670');
INSERT INTO BES.Management VALUES(4671,'ManagementName-4671','ManagementDescription-4671');
INSERT INTO BES.Management VALUES(4672,'ManagementName-4672','ManagementDescription-4672');
INSERT INTO BES.Management VALUES(4673,'ManagementName-4673','ManagementDescription-4673');
INSERT INTO BES.Management VALUES(4674,'ManagementName-4674','ManagementDescription-4674');
INSERT INTO BES.Management VALUES(4675,'ManagementName-4675','ManagementDescription-4675');
INSERT INTO BES.Management VALUES(4676,'ManagementName-4676','ManagementDescription-4676');
INSERT INTO BES.Management VALUES(4677,'ManagementName-4677','ManagementDescription-4677');
INSERT INTO BES.Management VALUES(4678,'ManagementName-4678','ManagementDescription-4678');
INSERT INTO BES.Management VALUES(4679,'ManagementName-4679','ManagementDescription-4679');
INSERT INTO BES.Management VALUES(4680,'ManagementName-4680','ManagementDescription-4680');
INSERT INTO BES.Management VALUES(4681,'ManagementName-4681','ManagementDescription-4681');
INSERT INTO BES.Management VALUES(4682,'ManagementName-4682','ManagementDescription-4682');
INSERT INTO BES.Management VALUES(4683,'ManagementName-4683','ManagementDescription-4683');
INSERT INTO BES.Management VALUES(4684,'ManagementName-4684','ManagementDescription-4684');
INSERT INTO BES.Management VALUES(4685,'ManagementName-4685','ManagementDescription-4685');
INSERT INTO BES.Management VALUES(4686,'ManagementName-4686','ManagementDescription-4686');
INSERT INTO BES.Management VALUES(4687,'ManagementName-4687','ManagementDescription-4687');
INSERT INTO BES.Management VALUES(4688,'ManagementName-4688','ManagementDescription-4688');
INSERT INTO BES.Management VALUES(4689,'ManagementName-4689','ManagementDescription-4689');
INSERT INTO BES.Management VALUES(4690,'ManagementName-4690','ManagementDescription-4690');
INSERT INTO BES.Management VALUES(4691,'ManagementName-4691','ManagementDescription-4691');
INSERT INTO BES.Management VALUES(4692,'ManagementName-4692','ManagementDescription-4692');
INSERT INTO BES.Management VALUES(4693,'ManagementName-4693','ManagementDescription-4693');
INSERT INTO BES.Management VALUES(4694,'ManagementName-4694','ManagementDescription-4694');
INSERT INTO BES.Management VALUES(4695,'ManagementName-4695','ManagementDescription-4695');
INSERT INTO BES.Management VALUES(4696,'ManagementName-4696','ManagementDescription-4696');
INSERT INTO BES.Management VALUES(4697,'ManagementName-4697','ManagementDescription-4697');
INSERT INTO BES.Management VALUES(4698,'ManagementName-4698','ManagementDescription-4698');
INSERT INTO BES.Management VALUES(4699,'ManagementName-4699','ManagementDescription-4699');
INSERT INTO BES.Management VALUES(4700,'ManagementName-4700','ManagementDescription-4700');
INSERT INTO BES.Management VALUES(4701,'ManagementName-4701','ManagementDescription-4701');
INSERT INTO BES.Management VALUES(4702,'ManagementName-4702','ManagementDescription-4702');
INSERT INTO BES.Management VALUES(4703,'ManagementName-4703','ManagementDescription-4703');
INSERT INTO BES.Management VALUES(4704,'ManagementName-4704','ManagementDescription-4704');
INSERT INTO BES.Management VALUES(4705,'ManagementName-4705','ManagementDescription-4705');
INSERT INTO BES.Management VALUES(4706,'ManagementName-4706','ManagementDescription-4706');
INSERT INTO BES.Management VALUES(4707,'ManagementName-4707','ManagementDescription-4707');
INSERT INTO BES.Management VALUES(4708,'ManagementName-4708','ManagementDescription-4708');
INSERT INTO BES.Management VALUES(4709,'ManagementName-4709','ManagementDescription-4709');
INSERT INTO BES.Management VALUES(4710,'ManagementName-4710','ManagementDescription-4710');
INSERT INTO BES.Management VALUES(4711,'ManagementName-4711','ManagementDescription-4711');
INSERT INTO BES.Management VALUES(4712,'ManagementName-4712','ManagementDescription-4712');
INSERT INTO BES.Management VALUES(4713,'ManagementName-4713','ManagementDescription-4713');
INSERT INTO BES.Management VALUES(4714,'ManagementName-4714','ManagementDescription-4714');
INSERT INTO BES.Management VALUES(4715,'ManagementName-4715','ManagementDescription-4715');
INSERT INTO BES.Management VALUES(4716,'ManagementName-4716','ManagementDescription-4716');
INSERT INTO BES.Management VALUES(4717,'ManagementName-4717','ManagementDescription-4717');
INSERT INTO BES.Management VALUES(4718,'ManagementName-4718','ManagementDescription-4718');
INSERT INTO BES.Management VALUES(4719,'ManagementName-4719','ManagementDescription-4719');
INSERT INTO BES.Management VALUES(4720,'ManagementName-4720','ManagementDescription-4720');
INSERT INTO BES.Management VALUES(4721,'ManagementName-4721','ManagementDescription-4721');
INSERT INTO BES.Management VALUES(4722,'ManagementName-4722','ManagementDescription-4722');
INSERT INTO BES.Management VALUES(4723,'ManagementName-4723','ManagementDescription-4723');
INSERT INTO BES.Management VALUES(4724,'ManagementName-4724','ManagementDescription-4724');
INSERT INTO BES.Management VALUES(4725,'ManagementName-4725','ManagementDescription-4725');
INSERT INTO BES.Management VALUES(4726,'ManagementName-4726','ManagementDescription-4726');
INSERT INTO BES.Management VALUES(4727,'ManagementName-4727','ManagementDescription-4727');
INSERT INTO BES.Management VALUES(4728,'ManagementName-4728','ManagementDescription-4728');
INSERT INTO BES.Management VALUES(4729,'ManagementName-4729','ManagementDescription-4729');
INSERT INTO BES.Management VALUES(4730,'ManagementName-4730','ManagementDescription-4730');
INSERT INTO BES.Management VALUES(4731,'ManagementName-4731','ManagementDescription-4731');
INSERT INTO BES.Management VALUES(4732,'ManagementName-4732','ManagementDescription-4732');
INSERT INTO BES.Management VALUES(4733,'ManagementName-4733','ManagementDescription-4733');
INSERT INTO BES.Management VALUES(4734,'ManagementName-4734','ManagementDescription-4734');
INSERT INTO BES.Management VALUES(4735,'ManagementName-4735','ManagementDescription-4735');
INSERT INTO BES.Management VALUES(4736,'ManagementName-4736','ManagementDescription-4736');
INSERT INTO BES.Management VALUES(4737,'ManagementName-4737','ManagementDescription-4737');
INSERT INTO BES.Management VALUES(4738,'ManagementName-4738','ManagementDescription-4738');
